id;text;sber;vtb;gazprom;alfabank;raiffeisen;rshb;company
268;RT @cubiscarso: Грефу никак не удается найти себе первого заместителя в Сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
4289;под какой процент дает сбербанк потребительский кредит;0;NULL;NULL;NULL;NULL;NULL;NULL
17912;узнать задолженность по кредиту сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
3166;RT @vilnezheettya: ЕС ввёл санкции относительно банков: ВТБ, ВЭБ, Сбербанк, Газпромбанк и Россельхозбанк. Вкладчикам рекомендовано срочно с…;-1;-1;-1;NULL;NULL;-1;NULL
751;«Сбербанк России»  - Сбербанк Онлайн;0;NULL;NULL;NULL;NULL;NULL;NULL
18128;Кредитные карты альфа банка для физических лиц;NULL;NULL;NULL;0;NULL;NULL;NULL
9401;"Росту ""Сбербанка"" мешает важное сопротивление и отдаленность дивидендов";-1;NULL;NULL;NULL;NULL;NULL;NULL
8417;ВТБ полностью вышел из акционерного капитала ПИК;NULL;-1;NULL;NULL;NULL;NULL;NULL
19512;RT @Divinez122geki: Как сделать Новый Год незабываемым — советы от Сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
6199;Кредитный калькулятор сбербанк диференцированный платеж;0;NULL;NULL;NULL;NULL;NULL;NULL
13370;«Аэрофлот» получит 63 отечественных самолета в 2023-2025 годах;NULL;NULL;NULL;NULL;NULL;NULL;1
3511;"На сырьевом рынке цены на нефть возобновили рост на фоне статистики по запасам в США за неделю, показавшей сокращение резервов бензина. Сентябрьский фьючерс на марку Brent подорожал на 1,26% до $107,96 за баррель,контракт на сорт Light - на 1,73% до $98,94 за """"бочку"""".";NULL;NULL;NULL;NULL;NULL;NULL;NULL
11751;ВТБ разместил 44,3% выпуска однодневных бондов серии КС-4-415 на 66,5 млрд рубле;NULL;0;NULL;NULL;NULL;NULL;NULL
7902;Втб 24 калининград кредит: втб 24 калининград кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
8854;RT @compkegegesma: кредит наличными втб 24 рассчитать;NULL;0;NULL;NULL;NULL;NULL;NULL
10433;кредит через интернет сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
17485;Аэрофлот не планирует выплачивать дивиденды за 2022г;NULL;NULL;NULL;NULL;NULL;NULL;-1
16463;RT @garrisonqtbe: ФАС разрешила "Сбербанку" купить "Яндекс.Деньги";0;NULL;NULL;NULL;NULL;NULL;NULL
6101;| #кредит газпромбанка саратов;NULL;NULL;0;NULL;NULL;NULL;NULL
8424;Личный кабинет сбербанка россии;0;NULL;NULL;NULL;NULL;NULL;NULL
120;Выкопав осенью картошку, почувствовал себя вкладчиком Сбербанка. Сколько посадил, столько и выкопал. И даже где-то немного нае*али.;-1;NULL;NULL;NULL;NULL;NULL;NULL
19169;Россельхозбанквзять кредит в москве без регистрации;NULL;NULL;NULL;NULL;NULL;0;NULL
709;"Впервые механика была опробована накануне VK Fest 2022. Пользователи VK Знакомств получили возможность добавить в анкету специальную отметку """"Иду на VK Fest"""" и привлечь внимание тех, кто тоже искал компанию, чтобы вместе пойти на мероприятие. Каждый месяц """"VK Знакомствами"""" активно пользуется почти 2 миллиона человек.""";NULL;NULL;NULL;NULL;NULL;NULL;NULL
11363;«ЛУКОЙЛ» продолжит обустройство Гагаринского месторождения;NULL;NULL;NULL;NULL;NULL;NULL;0
14201;@Lea6rfa9, #происшествия В ЛДПР раскритиковали заявление главы ВТБ 24 о российском парламенте #новости;NULL;0;NULL;NULL;NULL;NULL;NULL
5584;Высокие показатели за первое полугодие 2023 года поддерживают позитивный взгляд на бумаги ВТБ;NULL;1;NULL;NULL;NULL;NULL;NULL
14870;RT @sdemidov: Нет повести печальнее на свете, чем попытки зайти в Сбербанк-Онлайн и воспользоваться им. До чего же тормозное и неудобное не…;-1;NULL;NULL;NULL;NULL;NULL;NULL
672;У нас в городе в одном из филиалов Сбербанка сделали детский уголок - для нашего города это вновинку - чтобы детишк..;1;NULL;NULL;NULL;NULL;NULL;NULL
6922;ВТБ и сбер о/ Вова разозлится;0;0;NULL;NULL;NULL;NULL;NULL
4812;Я выбираю банк ВТБ;NULL;1;NULL;NULL;NULL;NULL;NULL
8615;Рост спроса на сталь поддержит интерес к бумагам ММК;NULL;NULL;NULL;NULL;NULL;NULL;0
10970;кредиты в банке райфайзен банк аваль;NULL;NULL;NULL;NULL;0;NULL;NULL
17817;как узнать свой номер счета в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
17236;Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций;NULL;NULL;-1;NULL;NULL;-1;NULL
3810;RT @SHaritonova13: Сбербанк заявил о предстоящей приостановке своих электронных услуг, включая "Сбербанк Онлайн", мобильный банк и "Личный …;-1;NULL;NULL;NULL;NULL;NULL;NULL
6907;Аэрофлот в летнем расписании будет летать из Москвы по 37 зарубежным маршрутам;NULL;NULL;NULL;NULL;NULL;NULL;0
4694;альфа банк проценты по кредиту;NULL;NULL;NULL;0;NULL;NULL;NULL
14308;#iPhone #android Сбербанк сообщил о проведении 11 августа технологических работ  #iPad #Samsung;0;NULL;NULL;NULL;NULL;NULL;NULL
12441;Fitch опустило рейтинг ВТБ ниже уровня Сбербанка;0;-1;NULL;NULL;NULL;NULL;NULL
4897;ВТБ разместил 72% выпуска однодневных бондов серии КС-4-485 на 108 млрд рублей;NULL;0;NULL;NULL;NULL;NULL;NULL
12308;Официальный журнал Евросоюза обнародовал секторальные санкции против России. Под них попали Сбербанк, ВТБ, Газпромбанк, Внешэкономбанк, Рос;-1;-1;-1;NULL;NULL;NULL;NULL
101;@AlfabankBY о, да! работает)) спасибо!;NULL;NULL;NULL;1;NULL;NULL;NULL
6810;кредит от 18 лет сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
11708;Суд признал обоснованным требование ВТБ к экс-депутату Госдумы и бизнесмену Варш;NULL;0;NULL;NULL;NULL;NULL;NULL
18795;как в сбербанк онлайн поменять номер телефона;0;NULL;NULL;NULL;NULL;NULL;NULL
6024;Северо-Западный банк «Сбербанка России» совместно с ООО СК «Альянс Жизнь ...;0;NULL;NULL;NULL;NULL;NULL;NULL
15829;Новый список санкций ЕС затронет Сбербанк и ВТБ: Европейский союз включит в список санкций против России две к...;-1;-1;NULL;NULL;NULL;NULL;NULL
8871;должники по кредитам сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
10730;«Металлург» прет как трактор // Клуб из Магнитогорска быстро вышел в финал Кубка Гагарина;NULL;NULL;NULL;NULL;NULL;NULL;1
7646;кредиты наличными россельхозбанк;NULL;NULL;NULL;NULL;NULL;0;NULL
3349;Сбербанк обладает всеми ресурсами для работы в условиях санкций ЕС: Сбербанк с сожалением воспринимает факт вв...;1;NULL;NULL;NULL;NULL;NULL;NULL
18457;"Ведомости" Газпромбанк предоставит "Газпром нефти" кредит в 8 млрд рублей;NULL;NULL;0;NULL;NULL;NULL;NULL
17445;Журнал Global Finance признал Сбербанк Онлайн лучшим розничным интернет-банком в России;1;NULL;NULL;NULL;NULL;NULL;NULL
9133;ипотечный кредит в сбербанке 2013;0;NULL;NULL;NULL;NULL;NULL;NULL
8848;VK и Сбербанк продадут активы «Ситимобила» владельцу «Таксовичкоф»;1;NULL;NULL;NULL;NULL;NULL;NULL
8844;Конечно уровень обслуживания в альфа банке или в ВТБ, очень радует!;NULL;1;NULL;1;NULL;NULL;NULL
3174;Михельсон заявил о сотрудничестве с «Газпромом» по «моржам и медведям»;NULL;NULL;NULL;NULL;NULL;NULL;1
2306;кредиты процентные ставки сбербанк россии;0;NULL;NULL;NULL;NULL;NULL;NULL
14321;Кредитную карту альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
6821;именная кредитная карта сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
1552;#альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
19272;россельхозбанк кредиты калькуляторы;NULL;NULL;NULL;NULL;NULL;0;NULL
12393;Способы погашения кредита райффайзенбанк;NULL;NULL;NULL;NULL;0;NULL;NULL
7413;Сбербанк проводит акцию "Снимайте наличные средства по кредитным картам без комиссии!"  #nnov;0;NULL;NULL;NULL;NULL;NULL;NULL
14462;Рейтинг выдоча кредитов втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
2203;ЧИСТАЯ ПРИБЫЛЬ ЛУКОЙЛА ПО РСБУ В 2022Г ВЫРОСЛА НА 24%, ДО 790 МЛРД РУБ. - НК;NULL;NULL;NULL;NULL;NULL;NULL;1
9923;Новый сервис "Мои расходы" в Клик 2 Альфабанка очень понравился.;NULL;NULL;NULL;1;NULL;NULL;NULL
19981;Кредит на развитие бизнеса в россельхозбанке;NULL;NULL;NULL;NULL;NULL;0;NULL
14972;“Сбер” может остаться локомотивом российского рынка в ближайшие месяцы;1;NULL;NULL;NULL;NULL;NULL;NULL
4281;RT @sberbank: Соглашайтесь на большее под меньший процент! Специальное предложение Сбербанка по ипотеке действует до конца сентября;1;NULL;NULL;NULL;NULL;NULL;NULL
7892;«Дочка» НОВАТЭКа предупредила о риске взрыва цистерн с газом в Польше;NULL;NULL;NULL;NULL;NULL;NULL;-1
6954;@alfa_bank  Да. Женщине почти 80 лет. Как считаете, она может что-то путное сказать? Альфа-банк в состоянии разобраться с Альфа-б-ком в Укр?;NULL;NULL;NULL;0;NULL;NULL;NULL
12649;@alfa_bank ребятушки, а как сделать так, чтобы, карту точно не заблокировали, если активность не из России пойдет. В отпуск собираюсь!;NULL;NULL;NULL;0;NULL;NULL;NULL
6162;Кредитный банк втб 24 в москве;NULL;0;NULL;NULL;NULL;NULL;NULL
2873;Сбер остается фаворитом российского рынка;1;NULL;NULL;NULL;NULL;NULL;NULL
8330;"Рост тарифов на передачу электроэнергии может не привести к увеличению дивидендов ""ФСК-Россети""";NULL;NULL;NULL;NULL;NULL;NULL;-1
18265;бланк квитанции сбербанка форма пд 4сб налог;0;NULL;NULL;NULL;NULL;NULL;NULL
4785;Продажа НПЗ на Сицилии учтена в цене акций «ЛУКОЙЛа»;NULL;NULL;NULL;NULL;NULL;NULL;0
15268;, ВТБ и Россельхозбанка;NULL;0;NULL;NULL;NULL;0;NULL
3873;россельхозбанк кредит онлайн заявка;NULL;NULL;NULL;NULL;NULL;0;NULL
1193;АКЦИИ СБЕРБАНКА УСИЛИЛИ РОСТ НА ЗАЯВЛЕНИИ ГРЕФА О ТОМ, ЧТО БАНК МОЖЕТ ВЕРНУТЬСЯ;1;NULL;NULL;NULL;NULL;NULL;NULL
2291;"Апелляция взыскала с ВТБ в пользу структуры АФК ""Система"" 148 млн руб за софт Microsoft";NULL;-1;NULL;NULL;NULL;NULL;NULL
7614;втб 24 ипотека процентная ставка  #ТерекЗенит;NULL;0;NULL;NULL;NULL;NULL;NULL
1118;Сбербанк досрочно погасит облигации объемом 134,6 млн рублей;1;NULL;NULL;NULL;NULL;NULL;NULL
2974;Взять потребительский кредит в банке втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
19589;ВТБ разместит 2 марта однодневные бонды серии КС-4-411 на 150 млрд руб. по цене;NULL;0;NULL;NULL;NULL;NULL;NULL
13271;@Dobrokhotov @Praporec сбербанк есть в списке ЕС, но его нет в списке США;0;NULL;NULL;NULL;NULL;NULL;NULL
1598;кредит 20 тысяч в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
15008;Заявление о получении кредита сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
11484;#новости Клиентов НМБ поделят Сбербанк и МДМ Банк  #новокузнецк;0;NULL;NULL;NULL;NULL;NULL;NULL
911;втб 24 калининград кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
18996;| #кредит от райфайзенбанкаваль;NULL;NULL;NULL;NULL;0;NULL;NULL
15662;Банк втб 24 ульяновск кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
7487;Ипотечный кредит альфа банк: ипотечный кредит альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
6461;ХАМАС отказался от ряда требований на переговорах в обмен на гарантии безопаснос;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1792;взять кредит в россельхозбанке молодая семья;NULL;NULL;NULL;NULL;NULL;0;NULL
4196;RT @Vedomosti: В продолжение предыдущего ретвита: похоже, Сбербанк тоже не избежал санкций;-1;NULL;NULL;NULL;NULL;NULL;NULL
19956;Суд привлек главу «Мостовика» к делу по иску Газпромбанка на 3&amp,#8230,;NULL;NULL;0;NULL;NULL;NULL;NULL
13075;Cetelem сбербанк как деньги в кредит;0;NULL;NULL;NULL;NULL;NULL;NULL
10606;Сбербанк не проводит операции в ряде отделений из-за техсбоя #бизнес;-1;NULL;NULL;NULL;NULL;NULL;NULL
13168;Выходец из Дагестана причинил Россельхозбанку ущерб на 65 миллионов рублей. Должник не хотел возвращать кредит и сжёг залоговое имущество.;NULL;NULL;NULL;NULL;NULL;-1;NULL
8429;Зачем стоять 20 минут на почте, чтобы оплатить ком.услуги, если в 5 минутах отсюда Сбербанк, где стоит терминал и нет очереди. Не понимаю...;1;NULL;NULL;NULL;NULL;NULL;NULL
19295;@alfa_bank клик не грузится, транзакции по всем картам не проводятся, вы еще там вообще?;NULL;NULL;NULL;-1;NULL;NULL;NULL
4141;сбербанк дать заявку на кредит;0;NULL;NULL;NULL;NULL;NULL;NULL
7824;Кредитные программмы газпромбанка в красноярске;NULL;NULL;0;NULL;NULL;NULL;NULL
7283;Дальневосточный Сбербанк профинансирует строительство 18-этажного гостинично-развлекательного комплекса в Хабаровске;0;NULL;NULL;NULL;NULL;NULL;NULL
3777;@tuhbat0v @alfa_bank чем тебя электронное правительство не устраивает?;NULL;NULL;NULL;0;NULL;NULL;NULL
7687;ставки ипотечного кредита в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
1451;Газпромбанк 28 июля начнет размещение допвыпуска облигаций на 1 млрд рублей;NULL;NULL;0;NULL;NULL;NULL;NULL
7548;| Рефинансирование кредитов других банков втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
1611;#RT #ru_ff На окраине Петербурга нашелся похищенный банкомат "Сбербанка"  #ru;-1;NULL;NULL;NULL;NULL;NULL;NULL
9804;Reuters узнал, что «Газпром» объявил форс-мажор по ряду поставок в Европу;NULL;NULL;NULL;NULL;NULL;NULL;-1
6347;Как взять кредит россельхозбанке на корову;NULL;NULL;NULL;NULL;NULL;0;NULL
13773;Оформить кредит через интернет в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
1300;Оформить кредит наличными альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
15897;Поволжский Сбербанк проведет семинар по брокерскому обслуживанию - АиФ Самара  #vk;0;NULL;NULL;NULL;NULL;NULL;NULL
18354;Тем как взять кредит в россельхозбанке;NULL;NULL;NULL;NULL;NULL;0;NULL
14601;Торбахов: за 2013 год объем онлайн-вкладов в Сбербанке увеличился втрое;1;NULL;NULL;NULL;NULL;NULL;NULL
14380;способы оплаты кредита сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
19776;Калькулятор расщитать авто кредит втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
8606;Банк сбербанк в спб кредит;0;NULL;NULL;NULL;NULL;NULL;NULL
9550;авто кредит в альфа банке;NULL;NULL;NULL;0;NULL;NULL;NULL
8282;"Сбербанк КИБ" предоставит кредит на сумму $1,75 млрд Антипинскому НПЗ бизнес;0;NULL;NULL;NULL;NULL;NULL;NULL
15106;RT @substartita1985: Посольство США прекратило прием визового сбора через банк ВТБ 24.Посольство США подтвердило, что больше не принимает к…;NULL;-1;NULL;NULL;NULL;NULL;NULL
12444;Уже неделю не могу залогиниться в клик @alfa_bank смс вообще не приходят, а раньше довольно быстро присылали;NULL;NULL;NULL;-1;NULL;NULL;NULL
8705;ветеранам боевых действий в россельхозбанке можно взять беспроцентный кредит?;NULL;NULL;NULL;NULL;NULL;0;NULL
11409;| Газпромбанк потребительский #кредит оренбург;NULL;NULL;0;NULL;NULL;NULL;NULL
7103;Взять кредит в томске альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
13360;RT @mostsinterebu: автокредитование альфабанк;NULL;NULL;NULL;0;NULL;NULL;NULL
10573;Удобство оформления кредитной карты в банке ВТБ 24 несомненно.&amp,#8230,;NULL;0;NULL;NULL;NULL;NULL;NULL
1617;RT @StaceyParenteau: Оплатить визу в США через ВТБ 24 теперь нельзя;NULL;-1;NULL;NULL;NULL;NULL;NULL
16199;"Эксперт РА подтвердило рейтинг СК ""Сбербанк страхование"" на уровне ruAAА (2/2)";1;NULL;NULL;NULL;NULL;NULL;NULL
16727;Совет ЕС призвал третьи страны принять санкции против РФ: 31 июля Евросоюз ввёл ограничения против Сбербанка, ВТБ, Газпромбанка,...;-1;-1;-1;NULL;NULL;NULL;NULL
613;Сбербанк предлагает доверить строительство Керченского моста Мостовику;0;NULL;NULL;NULL;NULL;NULL;NULL
9116;МИХЕЛЬСОН: НОВАТЭК ГОТОВ ИЗУЧАТЬ КОНТРАКТЫ НА ПОСТАВКУ СПГ НА УСЛОВИЯХ DES, У ПО;NULL;NULL;NULL;NULL;NULL;NULL;0
19930;#Работа #Суббота #Сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
18212;Сбербанк за 8 месяцев получил почти 1 трлн руб. прибыли по РСБУ, планирует превы;1;NULL;NULL;NULL;NULL;NULL;NULL
8060;Любопытный ресурс от Сбербанка обнаружен сообществом Банка социальных идей. Много примеров бизнес-моделей и...;1;NULL;NULL;NULL;NULL;NULL;NULL
8368;Пока же, по словам Дмитриева, подключиться к инвестированию в Северный Кавказ готовы Сбербанк и Россельхозбанк.;0;NULL;NULL;NULL;NULL;0;NULL
18129;RT @tindirefnewsswi: сбербанк долг по кредиту;0;NULL;NULL;NULL;NULL;NULL;NULL
7835;АКЦИОНЕРЫ НОВАТЭКА ОДОБРИЛИ ФИНАЛЬНЫЕ ДИВИДЕНДЫ ЗА 2022 Г - КОМПАНИЯ;NULL;NULL;NULL;NULL;NULL;NULL;1
18912;3-й день - для @mbmru и @sberbank проводим М-классы. Сегодня эксперт @kipriyanov - "Продающие сайты";0;NULL;NULL;NULL;NULL;NULL;NULL
13410;Переформатированный филиал Сбербанка открылся в Новомосковске;0;NULL;NULL;NULL;NULL;NULL;NULL
7390;"Ставка 33-го купона по облигациям ""ФСК - Россети"" серий 37 и 38 составит 4,51% годовых";NULL;NULL;NULL;NULL;NULL;NULL;0
4888;FT: Сбербанк попадет под третий раунд санкций ЕС #бизнес;-1;NULL;NULL;NULL;NULL;NULL;NULL
13220;НОВАТЭК снизил ориентир ставки 1-го купона бондов объемом не менее 20 млрд руб;NULL;NULL;NULL;NULL;NULL;NULL;0
2506;у Уралсиб банка банк-клиент официально поддерживает только Windows и IE. Мелочь, а не приятно.;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2593;В обозримом будущем акции «Сбера» могут превысить отметку в 300 рублей;1;NULL;NULL;NULL;NULL;NULL;NULL
11987;@Kisa_Kisa бонусы "спасибо" от сбербанка);1;NULL;NULL;NULL;NULL;NULL;NULL
9531;Взять потребительский кредит в альфа банке;NULL;NULL;NULL;0;NULL;NULL;NULL
10989;Северсталь выплатит мартовский купон по долларовым евробондам-24 в рублях;NULL;NULL;NULL;NULL;NULL;NULL;0
283;"Сбербанк" ведет переговоры о производстве Fiat и Renault на базе ЗИЛа;0;NULL;NULL;NULL;NULL;NULL;NULL
15988;@alfa_bank при подаче претензии я просил приложить справки,сотрудник банка уверил меня,что это не требуется. На этом основании и отказали;NULL;NULL;NULL;-1;NULL;NULL;NULL
17664;Вклады населения в Сбербанке рекордно выросли после «зачистки» ЦБ;1;NULL;NULL;NULL;NULL;NULL;NULL
5752;Новости экономики: Сбербанк поможет в строительстве Керченского моста;1;NULL;NULL;NULL;NULL;NULL;NULL
16309;Сбербанк установил ставку 1-6-го купонов бондов объемом 56 млрд руб. на уровне 9;1;NULL;NULL;NULL;NULL;NULL;NULL
6773;Правительство временно разрешило поставки СПГ бывшей «дочке» «Газпрома»;NULL;NULL;NULL;NULL;NULL;NULL;1
317;"Ростовское ""Теплокоммунэнерго"" привлечет в Сбербанке 650 млн руб. для пополнения";1;NULL;NULL;NULL;NULL;NULL;NULL
7895;#сбербанк зубовская площадь;0;NULL;NULL;NULL;NULL;NULL;NULL
18681;потребительский кредит альфабанк;NULL;NULL;NULL;0;NULL;NULL;NULL
1503;Оао альфа банк г москва кредитный отдел;NULL;NULL;NULL;0;NULL;NULL;NULL
11842;Российский Сбербанк в числе пяти российских банков попал под секторальные санкции ЕС;-1;NULL;NULL;NULL;NULL;NULL;NULL
7335;RT @SonyaLeikina: многоуважаемый @sberbank с традиционно "устойчивой" связью поставил в неловкое положение в ресторане...;-1;NULL;NULL;NULL;NULL;NULL;NULL
5615;втб 24 смоленск кредиты;NULL;0;NULL;NULL;NULL;NULL;NULL
496;ипотека в газпромбанке условия;NULL;NULL;0;NULL;NULL;NULL;NULL
19764;Аналитики Сбербанка пересмотрели прогноз по ставке ЦБ, теперь ждут ее повышения;1;NULL;NULL;NULL;NULL;NULL;NULL
8106;Сбербанк не ожидает ухудшения качества кредитного портфеля до конца 2023г, не ви;1;NULL;NULL;NULL;NULL;NULL;NULL
16913;@alfa_bank В почте пусто( Или Почтой России ответ идет?);NULL;NULL;NULL;-1;NULL;NULL;NULL
10137;ВТБ разместит 30 января однодневные бонды серии КС-4-390 на 150 млрд руб. по цен;NULL;0;NULL;NULL;NULL;NULL;NULL
7321;Надоело стоять в очередях в Сбербанке или на почте,  чтобы оплатить квартиру, электроэнергию, телефон...  Изучая...;-1;NULL;NULL;NULL;NULL;NULL;NULL
1655;Кредиты в альфа банке форум;NULL;NULL;NULL;0;NULL;NULL;NULL
8372;Рост стоимости среднего билета — важный фактор оздоровления финансового состояния «Аэрофлота» и всей индустрии;NULL;NULL;NULL;NULL;NULL;NULL;0
5849;Как взять кредит россельхозбанк;NULL;NULL;NULL;NULL;NULL;0;NULL
5153;Глава ВТБ Костин предложил заняться созданием параллельной системы расчетов и инфраструктуры мирового рынка капитала;NULL;0;NULL;NULL;NULL;NULL;NULL
13502;Сбербанк запустил новый продукт для частных клиентов – «Страхование банковских карт» - Карелинформ;0;NULL;NULL;NULL;NULL;NULL;NULL
5961;НОВАТЭК планирует в мае разместить облигации объемом от 20 млрд рублей;NULL;NULL;NULL;NULL;NULL;NULL;0
1581;ВТБ разместил 72,4% выпуска однодневных бондов серии КС-4-424 на 72,4 млрд рубле;NULL;0;NULL;NULL;NULL;NULL;NULL
15395;Я так понял из телерекламы, что платить по кредитам Сбербанка под силу только богам...;-1;NULL;NULL;NULL;NULL;NULL;NULL
15515;RT @GoranovAlyce:  Как я получал карту в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
15078;«Сбербанк» в 3 квартале разрешит физлицам подключаться к своей платформе цифровых активов;1;NULL;NULL;NULL;NULL;NULL;NULL
11688;какие кредиты предоставляет сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
11373;RT @omniumil: Сбербанк начал выпуск карт на базе российской платежной системы ПРО100;0;NULL;NULL;NULL;NULL;NULL;NULL
9653;онлайн заявка альфа банк кредит наличными;NULL;NULL;NULL;0;NULL;NULL;NULL
13931;ВТБ размещает однодневные облигации на 150 млрд рублей с доходностью 7,54% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
6389;Деньги в кредит на авто втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
10518;сбербанк кредит н новгород;0;NULL;NULL;NULL;NULL;NULL;NULL
11971;Потребительский кредит в райффайзенбанке;NULL;NULL;NULL;NULL;0;NULL;NULL
9555;"БКС Мир инвестиций поднял оценку акций Сбербанка, подтвердив рекомендацию ""пок";1;NULL;NULL;NULL;NULL;NULL;NULL
11900;срок изготовления кредитной карты сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
19683;закрытие кредита в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
379;ММК В I КВ. УВЕЛИЧИЛ ВЫПЛАВКУ СТАЛИ НА 8% К IV КВ., ДО 3,06 МЛН Т - КОМПАНИЯ;NULL;NULL;NULL;NULL;NULL;NULL;1
5881;Финальные дивиденды «ЛУКОЙЛа» сняли все опасения;NULL;NULL;NULL;NULL;NULL;NULL;0
10103;СБЕРБАНК 25-26 МАЯ ПРОВЕДЕТ СБОР ЗАЯВОК НА БОНДЫ ИНДИКАТИВНОГО ОБЪЕМА, ОРИЕНТИР;1;NULL;NULL;NULL;NULL;NULL;NULL
17093;в Сбербанке на Люблинской урба-милашный персонал *^____^*;1;NULL;NULL;NULL;NULL;NULL;NULL
8469;Кредит с льготным периодом альфа банк;NULL;NULL;NULL;1;NULL;NULL;NULL
5043;Норильский никель: Операционные результаты (2К22);NULL;NULL;NULL;NULL;NULL;NULL;1
10287;RT @akimahkwa: взять ипотеку в сбербанке условия  #RussiaLovesGerardWay;0;NULL;NULL;NULL;NULL;NULL;NULL
19827;МЭР выбрало «Сбербанк КИБ» организатором продажи акций Ростелекома;0;NULL;NULL;NULL;NULL;NULL;NULL
2010;сбербанк россии кредит карта;0;NULL;NULL;NULL;NULL;NULL;NULL
1002;Россельхозбанк и Газпромбанк из-за санкций обратились за поддержкой к правительству - Интерфакс;NULL;NULL;0;NULL;NULL;0;NULL
15328;взять кредитв сбербанк россии;0;NULL;NULL;NULL;NULL;NULL;NULL
15994;потребительский кредит для военнослужащих сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
11778;Поручительство по кредитам оао россельхозбанк;NULL;NULL;NULL;NULL;NULL;0;NULL
3890;Альфа банк взять кредит наличными;NULL;NULL;NULL;0;NULL;NULL;NULL
8374;Лишние эмоции ушли с российского рынка;NULL;NULL;NULL;NULL;NULL;NULL;NULL
3217;Доля Сбербанка на рынке привлеченных средств населения достигла 46,3%: Сбербанк подвел итоги работы своего розничного...  #финансы;0;NULL;NULL;NULL;NULL;NULL;NULL
9492;@ru_mts что за чушь несут Ваши операторы о том, что эти смс формирует Сбербанк и отправляет их от autopaymts?;0;NULL;NULL;NULL;NULL;NULL;NULL
3165;Российские банки в 2022г выдали ипотеки почти на 5 трлн рублей - ВТБ;NULL;0;NULL;NULL;NULL;NULL;NULL
9270;автомобили автокредит сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
3072;Звонил в сбербанк и предложил им взять у меня кредит на их же условиях. Послали на хуй!;-1;NULL;NULL;NULL;NULL;NULL;NULL
17263;Рынок акций РФ поднялся к уровням месячной давности во главе со Сбербанком (2/3);1;NULL;NULL;NULL;NULL;NULL;NULL
13792;Apple отчиталась о рекордной выручке в $97,3 млрд за квартал;NULL;NULL;NULL;NULL;NULL;NULL;1
18963;ВТБ разместит 22 мая однодневные бонды серии КС-4-464 на 100 млрд руб. по цене 9;NULL;0;NULL;NULL;NULL;NULL;NULL
1264;ВТБ разработал программу создания параллельной системы расчетов и инфраструктуры;NULL;0;NULL;NULL;NULL;NULL;NULL
19519;Авто кредит в сбер банке в спб;0;NULL;NULL;NULL;NULL;NULL;NULL
10309;Кредиты втб 24 кострома;NULL;0;NULL;NULL;NULL;NULL;NULL
1662;#новости Сбербанк продлевает акции по ипотечному кредитованию  #хабаровск;1;NULL;NULL;NULL;NULL;NULL;NULL
2587;онлайн кредит втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
9986;ЛУКОЙЛ и УДС-Нефть 27 февраля поборются за Озёрский участок углеводородов в Сара;NULL;NULL;NULL;NULL;NULL;NULL;0
2171;Кредит неотложные нужды сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
1233;предприниматели татарстана приняли участие в бизнес-турне сбербанка09 декабря 2013 года, г;0;NULL;NULL;NULL;NULL;NULL;NULL
